Part Code,Desc1,Desc2,HS Code,Cli Code,Vend Code,COE,TT,Cust Ctry,TaxRefNum,Annex,Part Group,AD Code,AD Rate,AD Rate Type,AD UOM Code,Part Type Code,Vend Price,Sls UOM Code,Exc Tax Ref Num,Part Category,Ext Fibre Coverage,Weight,Weight UOM,IP Comm Code,IP Cat Code,IP Agr Code,IP from US/MX,Blank,Rulling#,Cert Org Code,Cert Eff Date,Cert Exp Date,Def Proj Code,Stocking#,COO Code,OIC Rem Num,Part Class Code,Cert Type,Part ID,Spec Handling,Stocking%,Last Used Date,Qty/Pkg,TPL Possible,Part Note,Cert Sts,Duty Rate,Duty Type,OGD Code,OGD Sub Type,VFD Code,Vendor Part#,Client Part#,Airs Req Id,Airs Req Ver,Airs Code,End Use,Airs Misc Id,Prod Model,Prod Model Num,Prod Type Size,Prod Brand,Reason Imp Code,Compl Lbl Code,Compl Tire Code,Tiin Code,AD Rate2,AD Rate2 Type,AD Currency,HS Code Eff Date,HS Code Exp Date,Annex Code Eff Date,Annex Code Exp Date,Qty Conv UoM From,Qty Conv UoM To,Qty Conv UoM Factor,Qty Conv Description,Product Make,Assist Value,Assist Type (%/Amt),Assist Currency,Updated By,Updated Time
TID02RS,The Rose Tides XL,The Rose Tides XL,630291,,,,,,,,,,,,,,7.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TID03MT,The Mint Tides XL,The Mint Tides XL,630291,,,,,,,,,,,,,,7.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKK01LM,The Lime Tiki,The Lime Tiki,630291,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKK02SN,The Sunset Tiki,The Sunset Tiki,630291,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKK03GR,The Grey Tiki,The Grey Tiki,630291,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB01GR,The Grey Tribal,The Grey Tribal,630291,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB03TF,The Tiffany Tribal,The Tiffany Tribal,630291,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB04PN,The Pink Tribal,The Pink Tribal,630291,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB05ST,The Stone Tribal,The Stone Tribal,630291,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB06MR,The Maroon Tribal,The Maroon Tribal,630291,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB07YL,The Yellow Tribal,The Yellow Tribal,630291,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB01CH,The Waffle Blanket in Charcoal,The Waffle Blanket in Charcoal,630231,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,630231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB02IC,The Waffle Blanket in Ice,The Waffle Blanket in Ice,630291,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB03FG,The Waffle Blanket in Fog,The Waffle Blanket in Fog,630231,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,630231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB04BL,The Waffle Blanket in Blue,The Waffle Blanket in Blue,630291,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB05HN,The Waffle Blanket in Honey,The Waffle Blanket in Honey,630291,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB06SG,The Waffle Blanket in Sage,The Waffle Blanket in Sage,630231,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,630231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFB07CD,The Waffle Blanket in Cider,The Waffle Blanket in Cider,630231,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,630231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL-BS-CHR,The Waffle Bath Sheet in Charcoal,The Waffle Bath Sheet in Charcoal,630260,,,,,,,,,,,,,,8.95,,,,,,,,,,,,,630260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL-BS-WT,The Waffle Bath Sheet in White,The Waffle Bath Sheet in White,630260,,,,,,,,,,,,,,8.95,,,,,,,,,,,,,630260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL-HT-CHR,The Waffle Bath Hand Towel in Charcoal,The Waffle Bath Hand Towel in Charcoal,630260,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,630260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL-HT-WT,The Waffle Bath Hand Towel in White,The Waffle Bath Hand Towel in White,630260,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,630260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL01CH,Charcoal Waffle,Charcoal Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL02GR,The Ice Waffle,The Ice Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL03SV,The Silver Waffle,The Silver Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL05HN,The Honey Waffle,The Honey Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL06OL,The Olive Waffle,The Olive Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL07QR,The Quartz Waffle,The Quartz Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL08GN,The Granite Waffle,The Granite Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFL09CR,The Crimson Waffle,The Crimson Waffle,630291,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,630291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WVS-BS-CRL,The Waves Beach Towel in Coral,The Waves Beach Towel in Coral,630260,,,,,,,,,,,,,,9.95,,,,,,,,,,,,,630260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WVS-BS-SEA,The Waves Beach Towel in Sea,The Waves Beach Towel in Sea,630260,,,,,,,,,,,,,,9.95,,,,,,,,,,,,,630260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
